x,y,Depth,Depth_norm,TOC,TOC_norm,Vclay,Vclay_norm,Thickness,Thickness_norm,SW,SW_norm,Permeability,Permeability_norm,Porosity,Porosity_norm,qi,well_id
-94.11428571428571,32.618367346938776,-9302.576163975828,0.43419205465860927,3.683108142350824,0.2805180237251373,0.35344139169916183,0.17813797233053943,133.61248728850796,0.5574165819233865,0.3068911756075856,0.017227939018964113,0.28764912701947665,0.4691228175486916,0.048921541510536196,0.48202569184226995,363442.3139935776,1
-93.52448979591837,32.27142857142857,-8867.07244240644,0.28902414746881316,2.7155806674790703,0.11926344457984502,0.31292357979739355,0.043078599324645216,120.84392734889869,0.47229284899265794,0.44582154462377427,0.3645538615594357,0.2592756821474351,0.39818920536858776,0.04290439453241442,0.38173990887357356,271064.28832869773,2
-93.52448979591837,31.785714285714285,-9178.494389234804,0.3928314630782677,3.530949189993403,0.25515819833223385,0.3338677365655711,0.11289245521857043,106.22717961362315,0.37484786409082105,0.5360684052150619,0.5901710130376547,0.30805111289247966,0.5201277822311992,0.04908861272280994,0.4848102120468324,316847.7670246723,3
-93.80204081632652,32.75714285714286,-8889.546899005669,0.2965156330018896,2.910058762254998,0.15167646037583302,0.30961291535189334,0.03204305117297782,195.26266045882244,0.9684177363921497,0.34417489498763587,0.11043723746908975,0.3410984619376558,0.6027461548441395,0.055279855957119706,0.5879975992853285,388702.2278456998,4
-93.21224489795918,31.542857142857144,-8929.140150790558,0.3097133835968522,2.901275689320147,0.1502126148866911,0.31266721796472574,0.04222405988241916,106.07555377750528,0.37383702518336853,0.6466850553878649,0.8667126384696623,0.2295352555627429,0.3238381389068572,0.04259033244079069,0.3765055406798449,279612.59336488636,5
-92.93469387755103,31.993877551020407,-8396.102280035751,0.13203409334525024,2.6898066389137174,0.11496777315228626,0.3026149468834973,0.008716489611657857,132.4591109353414,0.5497274062356093,0.5153912715739263,0.5384781789348156,0.46629211093358836,0.9157302773339708,0.06889493675782496,0.8149156126304161,240776.15522493055,6
-92.93469387755103,32.618367346938776,-8139.533825663628,0.04651127522120917,2.446943386661088,0.07449056444351472,0.302254457371003,0.007514857903343245,123.32764201955791,0.48885094679705277,0.3824479540234096,0.20611988505852394,0.41933908039563894,0.7983477009890972,0.06415797717561979,0.7359662862603298,172196.17030105664,7
-94.21836734693878,31.92448979591837,-9972.088535345978,0.6573628451153257,5.763606135828823,0.6272676893048038,0.42916674424122636,0.4305558141374212,120.11688981431804,0.46744593209545365,0.3408346317360382,0.10208657934009549,0.4753936225186709,0.9384840562966771,0.06686525022197953,0.7810875036996588,494624.12295979494,8
-93.28163265306122,32.063265306122446,-8706.746530687402,0.23558217689580063,2.4497342224714123,0.07495570374523541,0.306432718068929,0.021442393563096757,149.60352359472012,0.6640234906314675,0.5192850354173726,0.5482125885434316,0.2987950231584434,0.4969875578961085,0.04842094804440941,0.4736824674068236,304651.67931777093,9
-94.56530612244897,31.646938775510204,-10601.692730333738,0.867230910111246,6.698639280661816,0.7831065467769692,0.327142202165275,0.09047400721758336,117.23712253619784,0.4482474835746523,0.35552500541941845,0.13881251354854607,0.4293180532968195,0.8232951332420487,0.05753910109982713,0.6256516849971188,504369.78205116023,10
-94.53061224489795,31.646938775510204,-10569.298630320758,0.8564328767735863,6.7721235724344115,0.7953539287390686,0.32401287874710283,0.08004292915700947,117.67098141280482,0.45113987608536543,0.35221082007481697,0.1305270501870425,0.4454157200680352,0.8635393001700878,0.0602064459677218,0.6701074327953634,499486.05283527944,11
-92.93469387755103,32.09795918367347,-8348.900848205882,0.11630028273529404,2.6408528387573886,0.10680880645956474,0.30249104187569814,0.008303472918993873,134.2618153803822,0.5617454358692147,0.48816911901886095,0.4704227975471523,0.46783941245890637,0.919598531147266,0.06970092865133279,0.8283488108555465,234300.66935741148,12
-93.35102040816327,32.51428571428571,-8542.724960833655,0.18090832027788523,2.118454644161968,0.019742440693661312,0.3037507577024393,0.01250252567479781,139.37475375898418,0.5958316917265611,0.42900825110120355,0.3225206277530089,0.26162818534084065,0.4040704633521016,0.04475394571281392,0.41256576188023203,250764.7142792306,13
-92.93469387755103,32.6530612244898,-8127.2896057086145,0.042429868569538114,2.442898897291321,0.07381648288188683,0.3022498673892227,0.0074995579640757155,122.68495044480812,0.4845663362987208,0.37771626634315114,0.19429066585787794,0.41750999385767196,0.79377498464418,0.06378234755877996,0.7297057926463326,168733.47860341638,14
-94.04489795918367,32.09795918367347,-9621.858288830874,0.5406194296102911,4.8440168489639195,0.47400280816065316,0.4209112219140854,0.40303740638028474,126.93949010478133,0.5129299340318755,0.3511942562003818,0.12798564050095448,0.3917949312767889,0.7294873281919723,0.06267589006906733,0.7112648344844557,452368.14088429656,15
-92.93469387755103,31.369387755102043,-8708.203484078756,0.2360678280262519,2.776918303679607,0.12948638394660114,0.3038271841494427,0.012757280498142367,116.00761836048441,0.4400507890698961,0.6827052166237371,0.9567630415593427,0.2738087797336013,0.4345219493340031,0.04323651213026454,0.38727520217107575,265593.27057891426,16
-94.56530612244897,32.02857142857143,-10217.216206971678,0.7390720689905591,5.092089791332788,0.5153482985554647,0.5520465764708222,0.8401552549027407,103.63365974604355,0.3575577316402903,0.3448900386959893,0.11222509673997319,0.2969030488082247,0.4922576220205618,0.03447442867466012,0.24124047791100206,567760.5773864159,17
-94.56530612244897,31.33469387755102,-10928.678345688106,0.9762261152293683,7.841623576665626,0.973603929444271,0.31976278056690416,0.0658759352230139,117.62015164810597,0.4508010109873732,0.3496868142747977,0.1242170356869943,0.3869011816961655,0.7172529542404138,0.06303517725442483,0.7172529542404138,546093.3341250152,18
-93.66326530612245,32.09795918367347,-9146.806626708978,0.38226887556965927,3.475213784671315,0.24586896411188586,0.33283183125046417,0.10943943750154733,121.6761977026246,0.4778413180174974,0.44327026474520437,0.358175661863011,0.3155196342222264,0.5387990855555659,0.04956732966166094,0.49278882769434895,326252.4149241718,19
-93.83673469387755,32.79183673469388,-8905.433834233427,0.30181127807780866,2.969960223381965,0.16166003723032749,0.3093536618628496,0.03117887287616548,196.17136717164618,0.9744757811443079,0.3382009629729141,0.09550240743228523,0.355998093698776,0.6399952342469398,0.058093658927833,0.6348943154638834,392675.00477104355,20
-93.35102040816327,32.30612244897959,-8650.483630632485,0.21682787687749505,2.290487419782516,0.04841456996375266,0.3054640236091927,0.018213412030642407,140.87888803642306,0.6058592535761539,0.46415922922663133,0.4103980730665783,0.2571611848308568,0.3929029620771419,0.04464597407823816,0.4107662346373026,273262.6818823224,21
-93.52448979591837,32.583673469387755,-8689.505134114896,0.22983504470496516,2.364921959526414,0.060820326587735694,0.30592296131933894,0.019743204397796518,148.3300364352961,0.6555335762353074,0.40115470069182313,0.2528867517295578,0.27125740534654097,0.4281435133663525,0.043640197042271664,0.39400328403786106,282992.7176541016,22
-93.48979591836735,31.33469387755102,-9444.199174301777,0.4813997247672591,3.9377232127909907,0.32295386879849847,0.35757304139912494,0.19191013799708323,72.29074664462532,0.1486049776308354,0.6166249521329585,0.7915623803323962,0.12097060359963904,0.05242650899909757,0.025033968031227493,0.08389946718712489,311435.9634633186,23
-94.6,31.993877551020407,-10278.512321790433,0.759504107263478,5.120312446518102,0.5200520744196836,0.5342370184644514,0.7807900615481711,106.75626368333577,0.3783750912222385,0.35194328095782634,0.1298582023945659,0.28723676319484837,0.46809190798712097,0.03368815012842103,0.22813583547368385,569818.0863072411,24
-93.97551020408163,32.410204081632656,-9304.4581371426,0.43481937904753304,3.8622094288200435,0.3103682381366739,0.3689639050036213,0.22987968334540446,121.37710653553928,0.4758473769035952,0.3357703239257819,0.08942580981445467,0.2786678549656601,0.4466696374141502,0.05202619881410282,0.533769980235047,358679.58333868935,25
-94.56530612244897,31.681632653061225,-10565.850321615946,0.8552834405386487,6.55151804002614,0.7585863400043568,0.3380612686779686,0.12687089559322867,116.67319961722451,0.4444879974481634,0.35491308837703606,0.13728272094259011,0.42591597451364616,0.8147899362841152,0.05572796121131085,0.5954660201885142,504968.0628842943,26
-93.10816326530613,32.02857142857143,-8540.176662827067,0.18005888760902206,2.4123535318987575,0.0687255886497929,0.3036220786264625,0.01207359542154168,147.77717190396234,0.6518478126930822,0.5288972464630798,0.5722431161576994,0.35558801228167924,0.638970030704198,0.05827791551432886,0.6379652585721476,282944.1125473295,27
-93.7326530612245,32.79183673469388,-8797.243348090036,0.26574778269667876,2.7320316221421663,0.12200527035702773,0.3064629738584972,0.021543246194990644,199.02520267281082,0.9935013511520722,0.35415668785941734,0.13539171964854335,0.3564016501523365,0.6410041253808411,0.056773646767177194,0.6128941127862866,382326.069384938,28
